gender,age,degree,quallife,health,life,happy,income,finalter,hlthphys,hlthmntl,satsoc
Female,61,High School,Excellent,Good,Routine,Pretty Happy,NA,Getting better,Good,Excellent,Very Good
Female,89,High School,Good,NA,NA,Pretty Happy,$25000 or more,Getting worse,Good,Good,Good
Male,54,High School,Excellent,Good,Exciting,Pretty Happy,$25000 or more,Stayed the same,Good,Very Good,Good
Female,72,Graduates,Excellent,Good,Routine,Very Happy,$25000 or more,Stayed the same,Very Good,Excellent,Excellent
Male,19,High School,Good,NA,NA,Not too Happy,$25000 or more,Stayed the same,Fair,Poor,Poor
Female,59,Bachelors,Very Good,Good,Exciting,Very Happy,$25000 or more,Getting better,Very Good,Excellent,Very Good
Male,31,High School,Very Good,Fair,Routine,Not too Happy,$25000 or more,Stayed the same,Good,Poor,Good
Male,23,High School,Very Good,NA,NA,Very Happy,$25000 or more,Getting better,Good,Very Good,Good
Male,55,Associate/Junior College,Very Good,NA,NA,Pretty Happy,$20000 to $24999,Stayed the same,Excellent,Very Good,Fair
NA,34,Bachelors,Very Good,Good,Exciting,Pretty Happy,$25000 or more,Getting better,Good,Good,Good
Male,37,Associate/Junior College,Very Good,Good,Exciting,Very Happy,$25000 or more,Stayed the same,Very Good,Very Good,Excellent
NA,30,Bachelors,Very Good,Good,Routine,Very Happy,$25000 or more,Getting better,Good,Very Good,Very Good
NA,33,Bachelors,Good,Good,Exciting,Pretty Happy,$25000 or more,Getting better,Good,Very Good,Very Good
NA,48,Bachelors,Very Good,Good,Exciting,Pretty Happy,$25000 or more,Getting better,Very Good,Very Good,Very Good
NA,60,Bachelors,Very Good,Excellent,Exciting,Very Happy,$25000 or more,Stayed the same,Very Good,Very Good,Good
Male,47,Graduates,Excellent,Good,Exciting,Pretty Happy,$25000 or more,Getting better,Very Good,Very Good,Fair
Male,52,High School,Excellent,NA,NA,Very Happy,$25000 or more,Getting better,Excellent,Excellent,Excellent
Female,67,High School,Fair,Fair,Exciting,Pretty Happy,$25000 or more,Getting better,Fair,Excellent,Excellent
Female,29,High School,Very Good,NA,NA,Very Happy,$25000 or more,Getting better,Excellent,Excellent,Good
NA,31,High School,Excellent,Good,Exciting,Pretty Happy,$8000 to $9999,Stayed the same,Very Good,Very Good,Good
Female,36,Bachelors,Very Good,Excellent,Routine,Very Happy,$25000 or more,Getting better,Very Good,Very Good,Good
Male,64,Associate/Junior College,Very Good,NA,NA,Pretty Happy,$25000 or more,Getting better,Good,Very Good,Very Good
NA,89,Bachelors,Very Good,Fair,Routine,Pretty Happy,NA,Getting better,Fair,Very Good,Very Good
Male,63,Bachelors,Very Good,Good,Exciting,Very Happy,$25000 or more,Getting better,Good,Good,Very Good
NA,24,High School,Good,Excellent,Routine,Very Happy,$25000 or more,Getting better,Excellent,Excellent,Excellent
Male,35,Associate/Junior College,Very Good,Good,Exciting,Very Happy,$25000 or more,Getting better,Good,Very Good,Good
NA,82,High School,Very Good,NA,NA,Pretty Happy,$25000 or more,Getting better,Good,Excellent,Good
NA,66,Bachelors,Very Good,Good,Exciting,Pretty Happy,$25000 or more,Stayed the same,Good,Good,Good
Male,47,Bachelors,Very Good,NA,NA,Pretty Happy,$25000 or more,Getting worse,Excellent,Very Good,Very Good
Female,53,Bachelors,Good,Excellent,Exciting,Very Happy,$25000 or more,Stayed the same,Excellent,Very Good,Very Good
Male,70,Graduates,Very Good,NA,NA,Very Happy,$25000 or more,Stayed the same,Very Good,Very Good,Very Good
NA,32,Bachelors,Very Good,Excellent,Exciting,Very Happy,$25000 or more,Getting better,Very Good,Very Good,Fair
NA,26,High School,Good,Fair,Exciting,Pretty Happy,$20000 to $24999,Getting better,Fair,Good,Fair
Male,35,Bachelors,Very Good,Good,Routine,Pretty Happy,$25000 or more,Getting better,Good,Very Good,Very Good
NA,59,Graduates,Excellent,Excellent,Exciting,Very Happy,$25000 or more,Getting better,Excellent,Excellent,Excellent
NA,55,Less than High School,Very Good,Excellent,Exciting,Very Happy,$25000 or more,Stayed the same,Excellent,Very Good,Very Good
Male,41,Bachelors,Very Good,Good,Exciting,Very Happy,$25000 or more,Getting worse,Very Good,Very Good,Good
NA,85,Bachelors,Excellent,Excellent,Routine,Very Happy,$25000 or more,Stayed the same,Excellent,Excellent,Excellent
Male,50,Bachelors,Good,NA,NA,Pretty Happy,$25000 or more,Getting worse,Fair,Good,Good
Female,56,High School,Good,Good,Exciting,Pretty Happy,$8000 to $9999,Stayed the same,Good,Very Good,Fair
NA,77,High School,Good,Fair,Routine,Pretty Happy,$25000 or more,Stayed the same,Fair,Good,Very Good
Female,49,High School,Good,Good,Exciting,Pretty Happy,$25000 or more,Stayed the same,Good,Very Good,Good
Female,57,High School,Very Good,NA,NA,Pretty Happy,$25000 or more,Getting better,Very Good,Good,Very Good
NA,66,High School,Fair,Poor,Dull,Not too Happy,$15000 to $19999,Stayed the same,Fair,Very Good,Poor
Female,56,High School,Fair,Good,Exciting,Very Happy,$10000 to $14999,Getting better,Good,Very Good,Good
NA,55,Associate/Junior College,Good,NA,NA,Pretty Happy,$15000 to $19999,Stayed the same,Good,Good,Good
NA,45,Bachelors,Very Good,Excellent,Exciting,Very Happy,$25000 or more,Getting better,Excellent,Excellent,Very Good
NA,66,Associate/Junior College,Good,Good,Routine,Pretty Happy,$20000 to $24999,Getting better,Good,Good,Good
Female,60,High School,Very Good,NA,NA,Pretty Happy,NA,Stayed the same,Good,Very Good,Very Good
NA,58,High School,Excellent,Excellent,Exciting,Very Happy,$25000 or more,Stayed the same,Excellent,Excellent,Excellent
Male,28,High School,Excellent,Excellent,Routine,Very Happy,NA,Stayed the same,Excellent,Excellent,Excellent
Male,45,Graduates,Very Good,NA,NA,Pretty Happy,$25000 or more,Getting better,Excellent,Very Good,Very Good
NA,87,Less than High School,Very Good,Good,Routine,Pretty Happy,$25000 or more,Stayed the same,Good,Good,Good
NA,56,Bachelors,Excellent,Good,Exciting,Pretty Happy,$25000 or more,Getting better,Very Good,Very Good,Very Good
Female,24,High School,Good,NA,NA,Pretty Happy,$25000 or more,Getting better,Excellent,Good,Good
NA,72,High School,Excellent,Good,Exciting,Pretty Happy,$25000 or more,Getting better,Very Good,Excellent,Excellent
NA,49,Bachelors,Good,Good,Routine,Pretty Happy,$25000 or more,Stayed the same,Good,Very Good,Very Good
Male,25,High School,Good,Excellent,Routine,Pretty Happy,$15000 to $19999,Stayed the same,Excellent,Very Good,Good
NA,53,Less than High School,Poor,Poor,Routine,Not too Happy,$10000 to $14999,Getting worse,Poor,Fair,Fair
NA,23,Less than High School,Good,Excellent,Routine,Pretty Happy,$20000 to $24999,Getting better,Excellent,Excellent,Good
Male,23,High School,Very Good,Good,Dull,Not too Happy,$20000 to $24999,Getting worse,Very Good,Excellent,Fair
NA,73,Associate/Junior College,Excellent,Fair,Routine,Very Happy,$25000 or more,Stayed the same,Fair,Excellent,Excellent
Male,18,High School,Very Good,Good,Exciting,Very Happy,NA,Getting better,Good,Good,Good
Female,58,Associate/Junior College,Very Good,NA,NA,Very Happy,$25000 or more,Getting better,Fair,Excellent,Very Good
NA,85,Bachelors,Good,NA,Exciting,Pretty Happy,$25000 or more,Stayed the same,Good,Good,Good
Female,25,High School,Very Good,NA,NA,Pretty Happy,$15000 to $19999,Stayed the same,Excellent,Good,Very Good
Male,72,Bachelors,Excellent,NA,NA,Very Happy,$25000 or more,Getting better,Excellent,Excellent,Excellent
NA,70,High School,Very Good,Good,Routine,Pretty Happy,$6000 to $6999,Stayed the same,Good,Fair,Good
NA,62,High School,Fair,NA,NA,Pretty Happy,$20000 to $24999,Getting worse,Poor,Good,Good
NA,85,Graduates,Very Good,Good,Exciting,Pretty Happy,$25000 or more,Stayed the same,Good,Good,Very Good
Male,39,Associate/Junior College,Good,NA,NA,Pretty Happy,$10000 to $14999,Getting worse,Good,Fair,Good
Female,68,High School,Fair,Good,Exciting,Not too Happy,$25000 or more,Stayed the same,Good,Good,Good
NA,64,High School,Good,Good,Routine,Pretty Happy,$25000 or more,Getting worse,Good,Good,Fair
Female,75,High School,Very Good,Good,Dull,Pretty Happy,$25000 or more,Stayed the same,Fair,Very Good,Very Good
Female,55,Less than High School,Good,NA,NA,Pretty Happy,$8000 to $9999,Stayed the same,Fair,Excellent,Excellent
Female,35,High School,Fair,NA,NA,Very Happy,$25000 or more,Stayed the same,Good,Good,Very Good
NA,24,High School,Very Good,Good,Routine,Not too Happy,$1000 to $2999,Getting better,Very Good,Good,Good
Female,27,High School,Good,Fair,Routine,Not too Happy,$25000 or more,Stayed the same,Fair,Fair,Fair
NA,28,High School,Good,Good,Routine,Very Happy,$25000 or more,Getting better,Good,Very Good,Very Good
Female,61,Graduates,Good,NA,NA,Pretty Happy,$25000 or more,Stayed the same,Fair,Fair,Poor
Male,67,High School,Excellent,Excellent,Exciting,Very Happy,NA,Getting better,Excellent,Excellent,Excellent
Female,80,Less than High School,Good,NA,NA,Not too Happy,$25000 or more,Getting better,Good,Very Good,Very Good
Male,86,Graduates,Very Good,Excellent,Exciting,Pretty Happy,$25000 or more,Getting better,Good,Good,Very Good
NA,33,High School,Excellent,Good,Exciting,Very Happy,$20000 to $24999,Getting better,Good,Good,Very Good
Male,28,Bachelors,Very Good,Excellent,Routine,Very Happy,$25000 or more,Getting better,Good,Very Good,Very Good
NA,30,High School,Fair,Good,Exciting,Pretty Happy,$7000 to $7999,Getting worse,Fair,Fair,Fair
Male,23,High School,Very Good,Good,Routine,Not too Happy,Under $1000,Stayed the same,Very Good,Very Good,Very Good
Male,45,Graduates,Excellent,NA,NA,Very Happy,$25000 or more,Getting better,Excellent,Excellent,Excellent
NA,77,Less than High School,Good,Good,Routine,Pretty Happy,$25000 or more,Getting better,Good,Good,Good
Male,39,Less than High School,Very Good,NA,NA,Pretty Happy,$25000 or more,Getting better,Poor,Good,Good
Female,81,High School,Very Good,Fair,Routine,Very Happy,$25000 or more,Getting worse,Fair,Very Good,Very Good
NA,32,Less than High School,Poor,Fair,Dull,Not too Happy,$4000 to $4999,Getting worse,Poor,Poor,Poor
Female,34,Less than High School,Good,Excellent,Routine,Very Happy,$25000 or more,Stayed the same,Very Good,Very Good,Very Good
NA,39,Associate/Junior College,Fair,Poor,Routine,Not too Happy,$25000 or more,Getting worse,Poor,Fair,Poor
Male,59,High School,Very Good,Excellent,Routine,Not too Happy,$25000 or more,Stayed the same,Very Good,Very Good,Good
NA,49,Bachelors,Excellent,Good,Exciting,Pretty Happy,$25000 or more,Stayed the same,Very Good,Very Good,Very Good
Female,84,Bachelors,Good,Good,Exciting,Pretty Happy,$25000 or more,Stayed the same,Good,Very Good,Fair
Male,24,Less than High School,Very Good,NA,NA,Pretty Happy,$25000 or more,Stayed the same,Fair,Excellent,Very Good
NA,52,High School,Very Good,Excellent,Routine,Very Happy,$25000 or more,Getting better,Excellent,Very Good,Very Good
Male,36,High School,Excellent,NA,NA,Pretty Happy,$25000 or more,Stayed the same,Excellent,Excellent,Excellent
Male,30,Less than High School,Excellent,NA,NA,Pretty Happy,$25000 or more,Stayed the same,Very Good,Fair,Fair
NA,67,High School,Excellent,Excellent,Exciting,Very Happy,$10000 to $14999,Stayed the same,Very Good,Very Good,Excellent
Female,18,Less than High School,Excellent,Excellent,Routine,Pretty Happy,$25000 or more,Getting better,Very Good,Very Good,Poor
Male,53,High School,Very Good,NA,NA,Pretty Happy,$25000 or more,Stayed the same,Very Good,Very Good,Very Good
Male,49,High School,Good,Fair,Routine,Not too Happy,$5000 to $5999,Stayed the same,Fair,Very Good,Very Good
NA,24,High School,Very Good,Good,Exciting,Very Happy,$10000 to $14999,Stayed the same,Very Good,Fair,Good
Male,72,Less than High School,Good,Fair,Exciting,Very Happy,$7000 to $7999,Stayed the same,Fair,Fair,Fair
NA,54,High School,Good,Good,Routine,Very Happy,$25000 or more,Getting better,Good,Very Good,Good
NA,21,High School,Good,Good,Routine,Pretty Happy,$6000 to $6999,Getting better,Very Good,Excellent,Excellent
Female,34,High School,Excellent,NA,NA,Very Happy,$25000 or more,Getting better,Very Good,Very Good,Very Good
NA,60,High School,Fair,Fair,Dull,Not too Happy,$25000 or more,Stayed the same,Fair,Fair,Fair
Male,25,High School,Good,Good,Exciting,Very Happy,$25000 or more,Getting better,Very Good,Good,Good
NA,53,High School,Good,NA,NA,Pretty Happy,$25000 or more,Getting better,Poor,Good,Good
NA,33,High School,Good,Good,Routine,Pretty Happy,$25000 or more,Getting better,Good,Good,Good
Male,30,High School,Excellent,Good,Exciting,Very Happy,$25000 or more,Getting better,Excellent,Excellent,Excellent
Female,43,High School,Very Good,Fair,Exciting,Pretty Happy,$25000 or more,Stayed the same,Very Good,Very Good,Excellent
Female,27,Less than High School,Good,NA,NA,Not too Happy,$25000 or more,Getting better,Fair,Very Good,Good
Female,57,High School,Fair,Poor,Exciting,Very Happy,$20000 to $24999,Stayed the same,Poor,Good,Good
Male,43,Less than High School,Good,NA,NA,Pretty Happy,$1000 to $2999,Stayed the same,Fair,Very Good,Good
NA,49,High School,Good,Good,Exciting,Pretty Happy,$10000 to $14999,Stayed the same,Good,Good,Good
Male,61,Less than High School,Good,Good,Routine,Pretty Happy,$20000 to $24999,Stayed the same,Good,Good,Good
Female,39,High School,Good,Good,Routine,Pretty Happy,$25000 or more,Stayed the same,Good,Good,Good
Male,54,High School,Very Good,NA,NA,Pretty Happy,$25000 or more,Getting better,Good,Very Good,Excellent
NA,55,Less than High School,Very Good,Excellent,Routine,Pretty Happy,$25000 or more,Getting better,Very Good,Very Good,Very Good
Female,54,High School,Fair,NA,NA,Pretty Happy,$4000 to $4999,Stayed the same,Fair,Good,Good
Female,49,Less than High School,Good,NA,NA,Pretty Happy,$25000 or more,Stayed the same,Good,Very Good,Very Good
Male,77,High School,Very Good,NA,NA,Very Happy,$8000 to $9999,Stayed the same,Good,Very Good,Very Good
NA,80,High School,Excellent,Good,Exciting,Pretty Happy,$25000 or more,Getting better,Very Good,Very Good,Very Good
Female,43,Less than High School,Very Good,Excellent,Routine,Not too Happy,$25000 or more,Getting better,Very Good,Very Good,Very Good
NA,45,Less than High School,Fair,Fair,Routine,Not too Happy,$10000 to $14999,Getting worse,Fair,Good,Excellent
NA,33,High School,Excellent,Fair,Exciting,Very Happy,$25000 or more,Getting better,Fair,Very Good,Very Good
Female,51,High School,Very Good,Good,Routine,Pretty Happy,$25000 or more,Getting better,Very Good,Very Good,Fair
Male,34,High School,Good,Fair,Routine,Pretty Happy,$25000 or more,Stayed the same,Fair,Fair,Fair
Female,28,Bachelors,Very Good,Good,Exciting,Very Happy,$25000 or more,Getting better,Good,Very Good,Good
Male,35,Associate/Junior College,Excellent,NA,NA,Very Happy,$25000 or more,Getting better,Excellent,Excellent,Very Good
NA,61,Bachelors,Excellent,Fair,Exciting,Not too Happy,NA,Getting better,Very Good,Excellent,Excellent
NA,35,Graduates,Excellent,Good,Exciting,Pretty Happy,$25000 or more,Getting better,Good,Very Good,Good
Male,66,High School,Very Good,NA,NA,Pretty Happy,$25000 or more,Stayed the same,Fair,Fair,Good
NA,43,High School,Excellent,Poor,Exciting,Pretty Happy,$25000 or more,Stayed the same,Fair,Fair,Good
Female,20,High School,Excellent,Excellent,Exciting,Not too Happy,$15000 to $19999,Getting better,Excellent,Very Good,Excellent
NA,60,Graduates,Very Good,Good,Routine,Pretty Happy,NA,Stayed the same,Very Good,Very Good,Very Good
Male,64,Associate/Junior College,Very Good,Good,Exciting,Pretty Happy,$25000 or more,Getting better,Very Good,Very Good,Very Good
NA,34,High School,Excellent,Poor,Dull,Not too Happy,NA,Getting better,Fair,Good,Poor
Female,60,High School,Good,NA,NA,Pretty Happy,$25000 or more,Stayed the same,Good,Very Good,Good
Female,34,High School,Very Good,NA,NA,Very Happy,$25000 or more,Stayed the same,Very Good,Very Good,Very Good
Male,31,High School,Very Good,Good,Exciting,Pretty Happy,$25000 or more,Getting better,Good,Good,Good
Female,24,High School,Very Good,NA,NA,Pretty Happy,$25000 or more,Getting better,Fair,Good,Poor
NA,64,Bachelors,Very Good,Good,Exciting,Pretty Happy,$25000 or more,Getting worse,Good,Very Good,Good
Male,38,Associate/Junior College,Fair,Fair,Routine,Pretty Happy,NA,Getting worse,Fair,Poor,Poor
NA,56,Less than High School,Good,Good,Exciting,Pretty Happy,$25000 or more,Getting better,Good,Good,Very Good
Male,60,Bachelors,Excellent,Excellent,Exciting,Very Happy,$25000 or more,Getting better,Very Good,Good,Excellent
NA,27,High School,Excellent,Excellent,Exciting,Very Happy,$25000 or more,Getting better,Excellent,Excellent,Good
Male,25,High School,Good,Poor,Routine,Not too Happy,$25000 or more,Stayed the same,Fair,Good,Fair
NA,38,High School,Very Good,Good,Routine,Pretty Happy,NA,Getting better,Good,Good,Good
NA,71,Bachelors,Very Good,Excellent,Exciting,Pretty Happy,$25000 or more,Stayed the same,Excellent,Very Good,Good
NA,73,High School,Excellent,Good,Exciting,Very Happy,$25000 or more,Getting better,Excellent,Excellent,Very Good
Male,61,Graduates,Very Good,Excellent,Exciting,Pretty Happy,$25000 or more,Stayed the same,Excellent,Very Good,Very Good
Male,30,Less than High School,Fair,NA,NA,Very Happy,NA,Getting worse,Fair,Fair,Good
Male,66,Graduates,Very Good,NA,NA,Pretty Happy,$25000 or more,Stayed the same,Very Good,Excellent,Very Good
NA,53,High School,Fair,Fair,Routine,Pretty Happy,$15000 to $19999,Stayed the same,Fair,Excellent,Good
Female,41,Bachelors,Very Good,Good,Exciting,Pretty Happy,NA,Getting better,Very Good,Very Good,Very Good
NA,56,Graduates,Very Good,Excellent,Routine,Pretty Happy,NA,Stayed the same,Excellent,Very Good,Good
Male,26,Bachelors,Very Good,Good,Exciting,Not too Happy,$25000 or more,Getting better,Good,Fair,Poor
NA,39,Bachelors,Excellent,Good,Exciting,Pretty Happy,$25000 or more,Getting better,Very Good,Excellent,Good
NA,60,Bachelors,Excellent,Excellent,Exciting,Very Happy,NA,Getting worse,Excellent,Excellent,Very Good
NA,56,Graduates,Excellent,Excellent,Exciting,Very Happy,$25000 or more,Getting worse,Good,Excellent,Excellent
Male,18,High School,Very Good,Good,Exciting,Pretty Happy,NA,NA,Good,Very Good,Good
NA,62,Graduates,Excellent,Excellent,Routine,Very Happy,$25000 or more,Stayed the same,Excellent,Excellent,Good
Male,48,High School,Excellent,Excellent,Routine,Very Happy,$25000 or more,Stayed the same,Good,Excellent,Very Good
Female,44,Graduates,Good,NA,NA,Not too Happy,$25000 or more,Stayed the same,Very Good,Good,Good
NA,55,Graduates,NA,Good,Routine,Pretty Happy,NA,Getting better,NA,NA,NA
Female,21,High School,Very Good,NA,NA,Pretty Happy,$1000 to $2999,Stayed the same,Very Good,Good,Good
NA,24,Bachelors,Very Good,Good,Exciting,Pretty Happy,$10000 to $14999,Stayed the same,Good,Very Good,Good
Female,36,High School,Good,NA,NA,Pretty Happy,$25000 or more,Getting better,Excellent,Excellent,Very Good
NA,29,Bachelors,Good,Excellent,Routine,Not too Happy,$25000 or more,Stayed the same,Very Good,Good,Fair
Male,66,High School,Very Good,Fair,Exciting,Pretty Happy,$10000 to $14999,Stayed the same,Fair,Excellent,Very Good
NA,33,Bachelors,Very Good,Excellent,Routine,Pretty Happy,$25000 or more,Stayed the same,Very Good,Excellent,Very Good
Female,58,Associate/Junior College,Good,Fair,Routine,Pretty Happy,$10000 to $14999,Stayed the same,Fair,Good,Good
NA,76,High School,Very Good,Fair,Routine,Pretty Happy,NA,Stayed the same,Good,Good,Very Good
Female,46,High School,Fair,NA,NA,Pretty Happy,$25000 or more,Getting better,Fair,Very Good,Very Good
NA,30,High School,Excellent,Good,Exciting,Pretty Happy,$25000 or more,Getting better,Good,Very Good,Very Good
Male,49,Bachelors,Very Good,NA,NA,Pretty Happy,$25000 or more,Getting better,Good,Good,Fair
NA,51,Associate/Junior College,Very Good,Excellent,Routine,Pretty Happy,$25000 or more,Stayed the same,Excellent,Very Good,Very Good
Female,63,High School,Good,Good,Routine,Pretty Happy,$15000 to $19999,Getting worse,Good,Very Good,Good
NA,39,High School,Good,Fair,Routine,Pretty Happy,$25000 or more,Getting better,Very Good,Fair,Very Good
Male,69,High School,Very Good,Fair,Exciting,Not too Happy,$25000 or more,Getting worse,Good,Fair,Fair
NA,24,High School,Fair,Fair,Exciting,Pretty Happy,$25000 or more,Getting better,Fair,Fair,Good
NA,NA,Graduates,Very Good,Good,Exciting,Very Happy,NA,Stayed the same,Very Good,Very Good,Very Good
NA,42,Less than High School,Very Good,NA,NA,Very Happy,$25000 or more,Stayed the same,Good,Good,Good
NA,30,High School,Good,Good,Routine,Pretty Happy,$25000 or more,Stayed the same,Good,Good,Good
NA,32,High School,Excellent,Good,Exciting,Pretty Happy,$25000 or more,Getting better,Very Good,Very Good,Very Good
NA,41,Less than High School,Good,NA,NA,Pretty Happy,$20000 to $24999,Stayed the same,Very Good,Good,Good
NA,67,High School,Very Good,Good,Routine,Very Happy,$20000 to $24999,Stayed the same,Good,Very Good,Very Good
Male,28,High School,Good,Poor,Dull,Pretty Happy,$20000 to $24999,Stayed the same,Poor,Fair,Good
Male,60,Bachelors,Very Good,Good,Exciting,Very Happy,NA,Stayed the same,Good,Very Good,Very Good
NA,51,High School,Very Good,Good,Exciting,Pretty Happy,$25000 or more,Getting better,Very Good,Very Good,Very Good
Female,32,High School,Excellent,Good,Routine,Pretty Happy,$25000 or more,Stayed the same,Very Good,Good,Good
NA,28,High School,Good,Good,Exciting,Very Happy,$15000 to $19999,Stayed the same,Very Good,Excellent,Excellent
Female,59,High School,Good,Good,Exciting,Pretty Happy,$25000 or more,Stayed the same,Good,Very Good,Good
Male,38,Less than High School,Fair,NA,NA,Pretty Happy,NA,Getting better,Good,Fair,Fair
NA,70,High School,Good,Good,Exciting,Pretty Happy,$25000 or more,Getting worse,Good,Very Good,Very Good
Female,36,Associate/Junior College,Very Good,Fair,Exciting,Pretty Happy,$25000 or more,Getting better,Very Good,Fair,Fair
Female,29,Bachelors,Fair,NA,NA,Very Happy,$25000 or more,Stayed the same,Fair,Very Good,Very Good
NA,59,Less than High School,Fair,Fair,Routine,Not too Happy,$8000 to $9999,Getting better,Fair,Poor,Fair
Male,42,Less than High School,Good,Fair,Routine,Very Happy,$25000 or more,Stayed the same,Fair,Very Good,Good
Female,60,High School,Fair,NA,NA,Not too Happy,$10000 to $14999,Stayed the same,Excellent,Very Good,Fair
NA,56,High School,Good,Good,Routine,Not too Happy,$1000 to $2999,Stayed the same,Fair,Fair,Fair
Female,34,Graduates,Good,Fair,Routine,Very Happy,$25000 or more,Getting better,Fair,Very Good,Good
NA,32,Bachelors,Good,NA,NA,Very Happy,$25000 or more,Getting better,Very Good,Very Good,Good
Male,22,High School,Good,Good,Routine,Not too Happy,NA,Getting worse,Fair,Good,Fair
Male,35,High School,Good,NA,NA,Very Happy,$25000 or more,Getting better,Fair,Good,Good
Male,22,High School,Excellent,Excellent,Routine,Very Happy,$10000 to $14999,Getting better,Excellent,Very Good,Excellent
NA,25,High School,Excellent,Fair,Routine,Very Happy,$5000 to $5999,Stayed the same,Fair,Excellent,Excellent
Female,44,High School,Excellent,Fair,Exciting,Very Happy,$20000 to $24999,Getting worse,Fair,Excellent,Excellent
Male,66,High School,Good,NA,NA,Pretty Happy,$25000 or more,Stayed the same,Fair,Fair,Good
NA,44,Less than High School,Good,Good,Routine,Pretty Happy,$8000 to $9999,Getting better,Good,Good,Good
Female,47,Less than High School,Good,Good,Routine,Pretty Happy,$5000 to $5999,Stayed the same,Fair,Good,Good
NA,21,High School,Excellent,Fair,Exciting,Pretty Happy,NA,Getting worse,Excellent,Excellent,Very Good
NA,43,Less than High School,Very Good,Fair,Exciting,Very Happy,$25000 or more,Stayed the same,Good,Very Good,Very Good
NA,51,Less than High School,Fair,Fair,Routine,Pretty Happy,$10000 to $14999,Stayed the same,Fair,Good,Excellent
Male,67,Associate/Junior College,Very Good,NA,NA,Pretty Happy,$25000 or more,Getting better,Very Good,Very Good,Good
Female,71,High School,Very Good,NA,NA,Pretty Happy,$25000 or more,Getting worse,Poor,Very Good,Good
Male,85,Bachelors,Excellent,Excellent,Exciting,Not too Happy,$25000 or more,Stayed the same,Excellent,Excellent,Very Good
Male,72,Graduates,Very Good,NA,NA,Pretty Happy,$25000 or more,Getting worse,Good,Very Good,Very Good
Male,51,High School,Very Good,NA,NA,Very Happy,$25000 or more,Stayed the same,Very Good,Fair,Very Good
NA,81,Less than High School,Excellent,Good,Routine,Pretty Happy,$10000 to $14999,Stayed the same,Very Good,Fair,Good
Male,60,High School,Very Good,NA,NA,Pretty Happy,$25000 or more,Stayed the same,Very Good,Very Good,Very Good
Male,56,Bachelors,Good,NA,NA,Pretty Happy,NA,Getting better,Good,Good,Good
Male,55,Bachelors,Excellent,NA,NA,Pretty Happy,$25000 or more,Getting better,Very Good,Good,Good
NA,49,High School,Good,Good,Routine,Pretty Happy,$25000 or more,Getting worse,Good,Very Good,Good
Male,64,Associate/Junior College,Very Good,NA,NA,Pretty Happy,$25000 or more,Getting better,Good,Very Good,Good
Male,29,Bachelors,Very Good,Fair,Exciting,Not too Happy,$10000 to $14999,Getting worse,Good,Fair,Good
Male,46,Graduates,Very Good,NA,NA,Pretty Happy,$25000 or more,Getting better,Very Good,Very Good,Good
Male,19,High School,Very Good,Good,Routine,Pretty Happy,$5000 to $5999,Stayed the same,Very Good,Good,Very Good
Male,19,High School,Very Good,NA,NA,Pretty Happy,$8000 to $9999,Getting worse,Excellent,Very Good,Very Good
NA,19,High School,Very Good,Good,Routine,Pretty Happy,Under $1000,Stayed the same,Good,Very Good,Good
Male,41,Bachelors,Very Good,NA,NA,Pretty Happy,$25000 or more,Getting worse,Good,Very Good,Good
Female,25,Bachelors,Good,Fair,Exciting,Pretty Happy,$15000 to $19999,Getting better,Fair,Fair,Fair
NA,73,High School,Very Good,Good,Exciting,Pretty Happy,NA,Getting worse,Very Good,Very Good,Very Good
Female,74,High School,Very Good,NA,NA,Pretty Happy,$25000 or more,Getting worse,Very Good,Very Good,Very Good
Male,53,High School,Very Good,NA,NA,Pretty Happy,$20000 to $24999,Stayed the same,Good,Excellent,Very Good
NA,49,High School,Good,Fair,Exciting,Pretty Happy,$25000 or more,Getting worse,Fair,Very Good,Very Good
Female,69,High School,Excellent,Fair,Exciting,Very Happy,$25000 or more,Stayed the same,Fair,Excellent,Very Good
Female,55,Bachelors,Excellent,NA,NA,Pretty Happy,NA,Getting better,Excellent,Excellent,Excellent
NA,51,High School,Very Good,Good,Exciting,Pretty Happy,$25000 or more,Stayed the same,Very Good,Very Good,Very Good
Female,68,Associate/Junior College,Fair,NA,NA,Pretty Happy,$25000 or more,Getting worse,Fair,Very Good,Good
NA,66,Associate/Junior College,Excellent,Excellent,Exciting,Very Happy,$25000 or more,Getting better,Excellent,Excellent,Excellent
Female,63,Bachelors,Very Good,NA,NA,Pretty Happy,$25000 or more,Getting worse,Very Good,Very Good,Good
NA,57,Associate/Junior College,Excellent,Good,Exciting,Not too Happy,$25000 or more,Getting better,Very Good,Good,Fair
Female,44,Graduates,Very Good,Good,Exciting,Very Happy,NA,Getting better,Very Good,Very Good,Very Good
NA,26,Bachelors,Good,Good,Routine,Pretty Happy,$25000 or more,Getting better,Very Good,Good,Good
Female,44,Graduates,Very Good,Excellent,Exciting,Not too Happy,$25000 or more,Getting better,Excellent,Good,Good
NA,58,Graduates,Excellent,Excellent,Exciting,Very Happy,$25000 or more,Getting better,Excellent,Excellent,Excellent
Male,41,Associate/Junior College,Good,NA,NA,Very Happy,$20000 to $24999,Getting worse,Fair,Very Good,Very Good
Female,24,Bachelors,Very Good,Good,Routine,Pretty Happy,$8000 to $9999,Getting better,Good,Good,Good
